	Phrase	new_sent
154933	lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of Run Lola Run	0
136991	guess it just goes to show that if you give a filmmaker an unlimited amount of phony blood , nothing good can happen .	0
49328	is to always make it look easy , even though the reality is anything but	1
67544	a dashing and resourceful hero ; a lisping , reptilian villain ;	1
138176	A fast paced and suspenseful Argentinian thriller about the shadow side of play	1
14547	stereotypes in good fun , while adding a bit of heart and unsettling subject matter .	1
10152	it has some special qualities and the soulful gravity of Crudup 's anchoring performance .	1
94140	Madonna has made herself over so often now , there 's apparently nothing left to work with , sort of like Michael Jackson 's nose .	0
59100	transformed the rhetoric of Hollywood melodrama into something provocative , rich , and strange	1
75819	can only point the way -- but thank goodness for this signpost .	1
88850	does a solid job of slowly , steadily building up to the climactic burst of violence	1
96760	What we get in FearDotCom is more like something from a bad Clive Barker movie .	0
52752	No , it 's not as single-minded as John Carpenter 's original , but it 's sure a lot smarter and more unnerving than the sequels .	1
87079	, laughably predictable wail pitched to the cadence of a depressed fifteen-year-old 's suicidal poetry .	0
94686	trapped while some weird relative trots out the video he took of the family vacation to Stonehenge	0
131896	Drawing on an irresistible , languid romanticism , Byler reveals the ways in which a sultry evening or a beer-fueled afternoon in the sun can inspire even the most retiring heart to venture forth .	1
25611	throws quirky characters , odd situations , and off-kilter dialogue at us	0
79849	Raimi crafted a complicated hero who is a welcome relief from the usual two-dimensional offerings .	1
41571	like an oily arms dealer , squad car pile-ups and the requisite screaming captain	0
97296	told with the intricate preciseness of the best short story writing	1
60523	A summary of the plot does n't quite do justice to the awfulness of the movie , for that comes through all too painfully in the execution .	0
14373	Muccino , who directed from his own screenplay , is a canny crowd pleaser , and The Last Kiss ... provides more than enough sentimental catharsis for a satisfying evening at the multiplex .	1
45218	it a passable family film that wo n't win many fans over the age of 12	1
33501	Liotta is put in an impossible spot because his character 's deceptions ultimately undo him and the believability of the entire scenario .	0
75034	Scherfig 's light-hearted profile of emotional desperation is achingly honest and delightfully cheeky .	1
66630	tosses around sex toys and offers half-hearted paeans to empowerment that are repeatedly undercut by the brutality of the jokes , most at women 's expense .	0
5778	the sizzle of old news that has finally found the right vent -LRB- accurate	1
145356	The film becomes an overwhelming pleasure , and you find yourself rooting for Gai 's character to avoid the fate that has befallen every other Carmen before her	1
22785	The fascination comes in the power of the Huston performance , which seems so larger than life and yet so fragile , and in the way the Ivan character accepts the news of his illness so quickly but still finds himself unable to react	1
32501	The Pianist -LRB- is -RRB- a supremely hopeful cautionary tale of war 's madness remembered that we , today , can prevent its tragic waste of life	1
140140	one truth -LRB- the Ford administration 's complicity in tearing ` orphans ' from their mothers	0
135610	, it 's one of the most beautiful , evocative works I 've seen .	1
45976	, he showcases Davies as a young woman of great charm , generosity and diplomacy	1
137859	a film -- full of life and small delights -- that has all the wiggling energy of young kitten	1
57361	's as if a bored Cage spent the duration of the film 's shooting schedule waiting to scream : `` Got AIDS yet ? ''	0
149022	is as appalling as any ` comedy ' to ever spill from a projector 's lens	0
93525	it makes me wonder if Lawrence hates criticism so much that he refuses to evaluate his own work .	0
78149	As warm as it is wise , deftly setting off uproarious humor with an underlying seriousness that sneaks up on the viewer , providing an experience that is richer than anticipated .	1
58174	create a film that 's not merely about kicking undead \*\*\* , but also about dealing with regret and , ultimately , finding redemption	1
148796	a completely honest , open-hearted film that should appeal to anyone willing to succumb to it	1
71673	given the stale plot and pornographic way the film revels in swank apartments , clothes and parties	0
99417	Even if you 've seen `` Stomp '' -LRB- the stage show -RRB- , you still have to see this !	1
137249	it churns up not one but two flagrantly fake thunderstorms to underscore the action	0
76107	The script , the gags , the characters are all direct-to-video stuff , and that 's where this film should have remained	0
95666	about something , one that attempts and often achieves a level of connection and concern	1
24452	The evocative imagery and gentle , lapping rhythms of this film are infectious -- it gets under our skin and draws us in long before the plot kicks into gear	1
33032	's simply stupid , irrelevant and deeply , truly , bottomlessly cynical .	0
18679	van der Groen , described as ` Belgium 's national treasure	1
34650	Apparently reassembled from the cutting-room floor of any given daytime soap	0
154800	is a more fascinating look at the future than `` Bladerunner '' and one of the most high-concept sci fi adventures attempted for the screen	1
111687	What should have been a cutting Hollywood satire is instead about as fresh as last week 's issue of Variety .	0
8047	, at least he provides a strong itch to explore more .	1
120417	Isabelle Huppert excels as the enigmatic Mika and Anna Mouglalis is a stunning new young talent in one of Chabrol 's most intense psychological mysteries .	1
99333	Swim represents an engaging and intimate first feature by a talented director to watch	1
8557	to be a Hollywood satire but winds up as the kind of film that should be the target of something	0
80404	It 's the kind of effectively creepy-scary thriller that has you fixating on a far corner of the screen at times because your nerves just ca n't take it any more .	1
116716	is that its protagonist , after being an object of intense scrutiny for 104 minutes , remains a complete blank	0
29649	balance pointed , often incisive satire and unabashed sweetness , with results that are sometimes bracing , sometimes baffling and quite often , and in unexpected ways , touching	1
15039	Shankman ... and screenwriter Karen Janszen bungle their way through the narrative as if it were a series of Bible parables and not an actual story .	0
136213	murder by numbers , and as easy to be bored by as your ABC 's ,	0
54715	We do n't get paid enough to sit through crap like this .	0
29549	Personally , I 'd rather watch them on the Animal Planet .	0
129784	no match for the insipid script he has crafted with Harris Goldberg	0
119293	for an absurd finale of twisted metal , fireballs and revenge	0
128632	's the kind of under-inspired , overblown enterprise that gives Hollywood sequels a bad name	0
11495	Even in the summertime , the most restless young audience deserves the dignity of an action hero motivated by something more than franchise possibilities .	0
143391	Ash Wednesday is not Edward Burns ' best film , but it is a good and ambitious film .	1
143994	he would have done well to end this flawed , dazzling series with the raising of something other than his own cremaster	0
125629	A sexy , surprising romance ... Idemoto and Kim make a gorgeous pair ... their scenes brim with sexual possibility and emotional danger	1
44461	... portrays young Brendan with his usual intelligence and subtlety , not to mention a convincing brogue .	1
123367	sure which half of Dragonfly is worse : The part where nothing 's happening , or the part where something 's happening	0
82654	... while each moment of this broken character study is rich in emotional texture , the journey does n't really go anywhere .	0
133075	that -LRB- Nelson 's -RRB- achievement does n't match his ambition	0
92426	are n't many reasons anyone would want to see Crossroads if they 're not big fans of teen pop kitten Britney Spears	0
11820	reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness	1
35254	When twentysomething hotsies make movies about their lives , hard-driving narcissism is a given , but what a world we 'd live in if Argento 's Hollywood counterparts ... had this much imagination and nerve .	1
79265	The film is visually dazzling , the depicted events dramatic , funny and poignant .	1
5691	at an idea that should 've been so much more even if it was only made for teenage boys and wrestling fans	0
41732	, and peopled mainly by characters so unsympathetic that you 're left with a sour taste in your mouth	0
76791	somehow it all comes together to create a very compelling , sensitive , intelligent and almost cohesive piece of film entertainment	1
58331	that 's part of what makes Dover Kosashvili 's outstanding feature debut so potent	1
118968	make a person who has lived her life half-asleep suddenly wake up and take notice	1
125803	's telling that his funniest moment comes when he falls about ten feet onto his head	1
96899	nighttime Manhattan , a loquacious videologue of the modern male and	1
81319	It 's not only dull because we 've seen -LRB- Eddie -RRB- Murphy do the genial-rogue shtick to death , but because the plot is equally hackneyed .	0
90049	No film could possibly be more contemptuous of the single female population .	0
76181	I was impressed by how many tit-for-tat retaliatory responses the filmmakers allow before pulling the plug on the conspirators and averting an American-Russian Armageddon .	1
140832	has to recite bland police procedural details , Fiennes wanders around in an attempt to seem weird and distanced	0
73478	deserves a better vehicle than this facetious smirk of a movie	0
83709	is funny enough to justify the embarrassment of bringing a barf bag to the moviehouse .	1
148482	to sustain interest for the full 90 minutes , especially with the weak payoff	0
26884	that between the son and his wife , and the wife and the father , and between the two brothers , with incredible subtlety and acumen	1
19934	than this unexpectedly moving meditation on love , history , memory , resistance and artistic transcendence	1
120641	grabs you in the dark and shakes you vigorously for its duration	1
128067	, the film ratchets up the stirring soundtrack , throws in a fish-out-of-water gag and lets the cliched dialogue rip .	0
32995	Jason Patric and Ray Liotta make for one splendidly cast pair .	1
119924	wasted like DeNiro 's once promising career and the once grand Long Beach boardwalk	0
75729	takes great pleasure in watching the resourceful Molly stay a step ahead of her pursuers	1
68978	that Krawczyk deserves a huge amount of the credit for the film 's thoroughly winning tone	1
31728	are so well established that the gang feels comfortable with taking insane liberties and doing the goofiest stuff out of left field	1
12375	a powerful sequel and one of the best films of the year	1
42980	boasts some of today 's hottest and hippest acts from the world of television , music and stand-up comedy	1
139322	A touching drama about old age and grief with a tour de	1
75591	fare , with enough creative energy and wit to entertain all ages	1
99907	replaced by the forced funniness found in the dullest kiddie flicks	0
154215	Bogdanovich ties it together with efficiency and an affection for the period	1
98283	walked out muttering words like `` horrible '' and `` terrible ,	0
149001	misses a major opportunity to be truly revelatory about his psyche .	0
105335	it no longer recognizes the needs of moviegoers for real characters and compelling plots	0
54553	allows each character to confront their problems openly and honestly .	1
69159	of special effects that run the gamut from cheesy to cheesier to cheesiest	0
73584	Russell lacks the visual panache , the comic touch , and perhaps the budget of Sommers 's title-bout features .	0
91270	been discovered , indulged in and rejected as boring before I see this piece of crap again	0
153900	Has nothing good to speak about other than the fact that it is relatively short , tries its best to hide the fact that Seagal 's overweight and out of shape .	0
41177	It 's nice to see Piscopo again after all these years ,	1
40110	Less about Shakespeare than the spawn of fools who saw Quentin Tarantino 's handful of raucous gangster films and branched out into their own pseudo-witty copycat interpretations	0
121977	the way it fritters away its potentially interesting subject matter via a banal script ,	0
91691	with flawless amounts of acting , direction , story and pace	1
124882	creates an outline for a role he still needs to grow into , a role that Ford effortlessly filled with authority .	0
71505	could become a historically significant work as well as a masterfully made one	1
68704	is great material for a film -- rowdy , brawny and lyrical in the best Irish sense	1
68155	is shrewd enough to activate girlish tear ducts does n't mean it 's good enough for our girls .	0
83011	as those monologues stretch on and on , you realize there 's no place for this story to go but down	0
15136	Evokes the 19th century with a subtlety that is an object lesson in period filmmaking	1
62430	the latter 's attendant intelligence , poetry , passion , and genius	1
153576	wishing for a watch that makes time go faster rather than the other way	0
17047	in practice it 's something else altogether -- clownish and offensive and nothing at all like real life	0
84104	, Possession is a movie that puts itself squarely in the service of the lovers who inhabit it .	1
56113	In any case , I would recommend Big Bad Love only to Winger fans who have missed her since 1995 's Forget Paris .	0
141203	letting its imagery speak for it while it forces you to ponder anew what a movie can be .	1
116807	It 's a compelling and horrifying story , and The Laramie Project is worthwhile for reminding us that this sort of thing does , in fact , still happen in America	1
45659	, this is the first film in a long time that made me want to bolt the theater in the first 10 minutes .	0
134679	A thriller without thrills and a mystery devoid of urgent questions	0
61763	with the gifted Pearce on hand to keep things on semi-stable ground dramatically	1
31369	's crap on a leash -- far too polite to scale the lunatic heights of Joe Dante 's similarly styled Gremlins .	0
9035	remains the most wondrous of all Hollywood fantasies -- and the apex of Steven Spielberg 's misunderstood career	1
116773	an unusual , thoughtful bio-drama with a rich subject and some fantastic moments and scenes	1
5519	a familiar anti-feminist equation -LRB- career - kids = misery -RRB- in tiresome romantic-comedy duds	0
141193	Stands as one of the year 's most intriguing movie experiences , letting its imagery speak for it while it forces you to ponder anew what a movie can be .	1
51051	were fulfilling a gross-out quota for an anticipated audience demographic instead of shaping the material to fit the story	0
130410	's a technically superb film , shining with all the usual Spielberg flair , expertly utilizing the talents of his top-notch creative team	1
25014	The documentary is much too conventional -- lots of boring talking heads , etc. -- to do the subject matter justice .	0
77154	is complex from the start -- and , refreshingly , stays that way .	1
64297	, this might not seem like the proper cup of tea , however it is almost guaranteed that even the stuffiest cinema goers will laugh their \*\*\* off for an hour-and-a-half .	1
73270	put together by some cynical creeps at Revolution Studios and Imagine Entertainment to make the suckers out there surrender $ 9 and 93 minutes of unrecoverable life	0
51885	that the beauty and power of the opera reside primarily in the music itself	1
73471	is -RRB- a fascinating character , and deserves a better vehicle than this facetious smirk of a movie .	0
101805	The adventure does n't contain half the excitement of Balto , or quarter the fun of Toy Story 2 .	0
100780	favored by pretentious , untalented artistes who enjoy moaning about their cruel fate	0
78299	they are n't able to muster a lot of emotional resonance in the cold vacuum of space	0
36098	that rare quality of being able to creep the living hell out of you	1
106013	is nearly incoherent , an excuse to get to the closing bout ... by which time it 's impossible to care who wins	0
102300	The package in which this fascinating -- and timely -- content comes wrapped is disappointingly generic .	0
35475	This is an undeniably intriguing film from an adventurous young talent who finds his inspiration on the fringes of the American underground .	1
45318	honestly address the flaws inherent in how medical aid is made available to American workers	1
141960	It 's neither as sappy as Big Daddy nor as anarchic as Happy Gilmore or The Waterboy , but it has its moments .	1
55546	sit through a crummy , wannabe-hip crime comedy that refers incessantly to old movies , when you could just rent those movies instead , let alone seek out a respectable new one ?	0
54112	comes off winningly , even though it 's never as solid as you want it to be	1
52359	are well done and perfectly constructed to convey a sense of childhood imagination	1
124881	merely creates an outline for a role he still needs to grow into , a role that Ford effortlessly filled with authority .	1
63872	Star Trek : Nemesis is even more suggestive of a 65th class reunion mixer where only eight surviving members show up -- and	0
33136	mixing with reality and actors playing more than one role just to add to the confusion	0
16475	Jones ... makes a great impression as the writer-director of this little $ 1.8 million charmer , which may not be cutting-edge indie filmmaking but has a huge heart .	1
29108	has actually bothered to construct a real story this time .	1
144803	represents the worst kind of filmmaking , the kind that pretends to be passionate and truthful but is really frustratingly timid and soggy .	0
87664	be the first major studio production shot on video tape instead of film	1
108959	The farcical elements seemed too pat and familiar to hold my interest , yet its diverting grim message is a good one	1
36516	that takes full , chilling advantage of its rough-around-the-edges , low-budget constraints	1
48971	us to see Samira Makhmalbaf as a very distinctive sensibility , working to develop her own film language with conspicuous success	1
50296	what we have here is a load of clams left in the broiling sun for a good three days	0
18972	injects freshness and spirit into the romantic comedy genre , which has been held hostage by generic scripts that seek to remake Sleepless in Seattle again and again .	1
74578	from a college comedy that 's target audience has n't graduated from junior high school	0
19799	Waiting for Godard can be fruitful : ` In Praise of Love ' is the director 's epitaph for himself .	1
28696	It 's fun , but it 's a real howler .	1
13291	maintains suspense on different levels throughout a film that is both gripping and compelling	1
143369	Imagine O. Henry 's The Gift of the Magi relocated to the scuzzy underbelly of NYC 's drug scene .	0
82636	This makes Minority Report necessary viewing for sci-fi fans , as the film has some of the best special effects ever .	1
48312	know why Steven Seagal is considered a star , nor why he keeps being cast in action films when none of them are ever any good or make any money	0
22196	comes across as lame and sophomoric in this debut indie feature	0
34360	Topics that could make a sailor blush - but lots of laughs	1
101336	smarter and more attentive than it first sets out to be .	1
138926	manages to be compelling , amusing and unsettling at the same time	1
74786	-LRB- Reno -RRB- delivers a monologue that manages to incorporate both the horror and the absurdity of the situation in a well-balanced fashion .	1
92880	The predominantly amateur cast is painful to watch , so stilted and unconvincing	0
9009	well written and directed with brutal honesty and respect for its audience .	1
11818	reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness , gasping at its visual delights	1
17113	empathy and pity fogging up the screen ... His Secret Life enters the land of unintentional melodrama and tiresome love triangles .	0
155570	It 's the kind of movie that , aside from Robert Altman , Spike Lee , the Coen Brothers and a few others , our moviemakers do n't make often enough .	1
19084	the intelligence of gay audiences has been grossly underestimated , and	0
75246	Romanek 's themes are every bit as distinctive as his visuals .	1
120600	rejects patent solutions to dramatize life 's messiness from inside out , in all its strange quirks	1
128946	The film 's strength is n't in its details , but in the larger picture it paints - of a culture in conflict with itself , with the thin veneer of nationalism that covers our deepest , media-soaked fears .	1
31880	Starts out strongly before quickly losing its focus , point and purpose in a mess of mixed messages , over-blown drama and Bruce Willis with a scar .	0
73431	refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original	1
151989	Hoffman waits too long to turn his movie in an unexpected direction , and	0
122413	to hit theaters since Beauty and the Beast 11 years ago	1
133007	that goes wrong thanks to culture shock and a refusal to empathize with others	0
41999	is off-putting , to say the least , not to mention inappropriate and wildly undeserved .	0
93754	This seductive tease of a thriller gets the job done .	1
10003	It 's a powerful though flawed movie , guaranteed to put a lump in your throat while reaffirming Washington as possibly the best actor working in movies today .	1
91135	cause loads of irreparable damage that years and years of costly analysis could never fix	0
5934	A rip-roaring comedy action fest that 'll put hairs on your chest .	1
94567	No one involved , save Dash , shows the slightest aptitude for acting , and the script , credited to director Abdul Malik Abbott and Ernest ` Tron ' Anderson , seems entirely improvised .	0
126644	most anime , whose most ardent fans outside Japan seem to be introverted young men with fantasy fetishes	0
120849	, Jacquot seems unsure of how to evoke any sort of naturalism on the set .	0
54731	has always been part of For the most part Wilde 's droll whimsy helps `` Being Earnest '' overcome its weaknesses and Parker 's creative interference ...	1
34298	Hugely entertaining from start to finish , featuring a fall from grace that still leaves shockwaves , it will gratify anyone who has ever suspected Hollywood of being overrun by corrupt and hedonistic weasels .	1
131540	a story that is so far-fetched it would be impossible to believe if it were n't true	0
54817	, this too-long , spoofy update of Shakespeare 's Macbeth does n't sustain a high enough level of invention .	0
25318	everything we hold dear about cinema , only now it 's begun to split up so that it can do even more damage	0
123368	which half of Dragonfly is worse : The part where nothing 's happening , or the part where something 's happening	0
77767	Call me a cold-hearted curmudgeon for not being able to enjoy a mindless action movie	0
133060	The lack of naturalness makes everything seem self-consciously poetic and forced ... It 's a pity that -LRB- Nelson 's -RRB- achievement does n't match his ambition	0
146911	looked like crap , so crap is what I was expecting .	0
32695	proves that it 's easier to change the sheets than to change hackneyed concepts when it comes to dreaming up romantic comedies	0
35747	in its own aloof , unreachable way it 's so fascinating you wo n't be able to look away for a second .	1
76342	a transcript of a therapy session brought to humdrum life by some Freudian puppet	0
34299	Hugely entertaining from start to finish , featuring a fall from grace that still leaves shockwaves	1
135442	repetitively stretched out to feature length , awash in self-consciously flashy camera effects , droning house music and flat , flat dialogue .	0
40118	fools who saw Quentin Tarantino 's handful of raucous gangster films and branched out into their own pseudo-witty copycat interpretations	0
12154	proves itself a more streamlined and thought out encounter than the original could ever have hoped to be	1
125397	show that hinges on the subgenre 's most enabling victim ... and an ebullient affection for industrial-model meat freezers	0
104702	the best sequel since The Empire Strikes Back ... a majestic achievement , an epic of astonishing grandeur and surprising emotional depth	1
83507	The big-screen Scooby makes the silly original cartoon seem smart and well-crafted in comparison .	0
10064	to create characters who are sweet and believable , and are defeated by a screenplay that forces them into bizarre , implausible behavior	0
152299	relaxed in its perfect quiet pace and proud in its message .	1
273	's little to recommend Snow Dogs , unless one considers cliched dialogue and perverse escapism a source of high hilarity .	0
23979	Measured against practically any like-themed film other than its Oscar-sweeping franchise predecessor The Silence of the Lambs , Red Dragon rates as an exceptional thriller .	1
66101	you wo n't find anything to get excited about on this DVD .	0
59062	admire the film 's stately nature and call it classicism or be exasperated by a noticeable lack of pace	0
34881	arrives from the margin that gives viewers a chance to learn , to grow , to travel	1
130736	find it with Ring , an indisputably spooky film ; with a screenplay to die for	1
44597	is hugely overwritten , with tons and tons of dialogue -- most of it given to children .	0
147888	to a mood that 's sustained through the surprisingly somber conclusion	1
54149	Informative , intriguing , observant , often touching ... gives a human face to what 's often discussed in purely abstract terms .	1
98447	's no disguising this as one of the worst films of the summer .	0
133586	Hashiguchi covers this territory with wit and originality , suggesting that with his fourth feature -- the first to be released in the U.S. --	1
128905	, the film is less the cheap thriller you 'd expect than it is a fairly revealing study of its two main characters -- damaged-goods people whose orbits will inevitably and dangerously collide .	1
151694	manages to bleed it almost completely dry of humor , verve and fun	0
45769	was , as my friend David Cross would call it , ` Hungry-Man portions of bad '	0
44737	you 've never come within a mile of The Longest Yard	0
134257	Director Juan Jose Campanella could have turned this into an Argentine retread of `` Iris '' or `` American Beauty , '' but instead pulls a little from each film and creates something more beautiful than either of those films .	1
3275	the unsettling images of a war-ravaged land that prove more potent and riveting than the unlikely story of Sarah and Harrison	1
143165	, it 's goofy -LRB- if not entirely wholesome -RRB- fun	1
75731	in watching the resourceful Molly stay a step ahead of her pursuers	1
55339	represents Adam Sandler 's latest attempt to dumb down the universe	0
32270	Terry is a sort of geriatric Dirty Harry , which will please Eastwood 's loyal fans -- and suits the story , wherein our hero must ride roughshod over incompetent cops to get his man .	1
15168	who 's finally been given a part worthy of her considerable talents	1
101964	The film has the courage of its convictions and excellent performances on its side .	1
73983	I encourage young and old alike to go see this unique and entertaining twist on the classic whale 's tale --	1
113650	It 's hard to care about a film that proposes as epic tragedy the plight of a callow rich boy who is forced to choose between his beautiful , self-satisfied 22-year-old girlfriend and an equally beautiful , self-satisfied 18-year-old mistress .	0
4338	it takes a sudden turn and devolves into a bizarre sort of romantic comedy	0
48879	into a terribly obvious melodrama and rough-hewn vanity project for lead actress Andie MacDowell	0
121935	keep pushing the jokes at the expense of character until things fall apart .	0
150171	you 'll love it and probably want to see it twice .	1
126694	video , and so devoid of artifice and purpose that it appears not to have been edited at all	0
38363	For most movies , 84 minutes is short , but this one feels like a life sentence .	0
16915	that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing	1
24434	a fairly impressive debut from the director , Charles Stone III	1
53017	-LRB- Davis -RRB- wants to cause his audience an epiphany , yet he refuses to give us real situations and characters	0
11357	left thinking the only reason to make the movie is because present standards allow for plenty of nudity	0
112656	is the stuff of high romance , brought off with considerable wit .	1
149728	straining to get by on humor that is not even as daring as John Ritter 's glory days on Three 's Company .	0
12817	While the story is better-focused than the incomprehensible Anne Rice novel it 's based upon , Queen Of The Damned is a pointless , meandering celebration of the goth-vampire , tortured woe-is-me lifestyle .	0
119553	A remarkably insightful look at the backstage angst of the stand-up comic .	1
138878	of French hip-hop , which also seems to play on a 10-year delay	0
115986	SONNY needs to overcome gaps in character development and story logic	0
100437	might benefit from a helping hand and a friendly kick in the pants	0
92957	White Oleander may leave you rolling your eyes in the dark , but that does n't mean you wo n't like looking at it	1
22453	creates some effective moments of discomfort for character and viewer alike .	0
120001	Rules expecting a slice of American Pie hijinks starring the kid from Dawson 's Creek	0
63082	through putrid writing , direction and timing with a smile that says , ` If I stay positive , maybe I can channel one of my greatest pictures , Drunken Master . '	0
115549	Despite the fact that this film was n't as bad as I thought it was going to be , it 's still not a good movie	0
15154	All three actresses are simply dazzling , particularly Balk , who 's finally been given a part worthy of her considerable talents .	1
56778	The most opaque , self-indulgent and just plain goofy an excuse for a movie as you can imagine .	0
95936	It 's a treat -- a delightful , witty , improbable romantic comedy with a zippy jazzy score ... Grant and Bullock make it look as though they are having so much fun	1
92990	of holes that will be obvious even to those who are n't looking for them	0
107876	Brings an irresistible blend of warmth and humor and a consistent embracing humanity in the face of life 's harshness .	1
33464	would leave the theater with a lower I.Q. than when I had entered	0
59320	's a riot to see Rob Schneider in a young woman 's clothes	1
154404	Lazily directed by Charles Stone III ... from a leaden script by Matthew Cirulnick and novelist Thulani Davis .	0
111715	in dazzling panoramic shots that make the most of the large-screen format , before swooping down on a string of exotic locales , scooping the whole world up in a joyous communal festival of rhythm	1
57956	More than their unique residences , Home Movie is about the people who live in them , who have carved their own comfortable niche in the world and have been kind enough to share it .	1
149342	The notion of deleting emotion from people , even in an advanced Prozac Nation	0
136159	A disappointment for a movie that should have been the ultimate IMAX trip .	0
153418	's a taunt - a call for justice for two crimes from which many of us have not yet recovered	0
133933	is so earnest that it 's hard to resist his pleas to spare wildlife and respect their environs .	1
140317	Festival In Cannes offers rare insight into the structure of relationships .	1
97956	should be served an eviction notice at every theater stuck with it .	0
60873	A refreshing change from the usual whoopee-cushion effort aimed at the youth market .	1
147704	tries to immerse us in a world of artistic abandon and political madness and very nearly	1
39890	of dumbed-down exercise in stereotypes that gives the -LRB- teen comedy -RRB-	0
119140	takes care with the characters , who are so believable that you feel what they feel	1
114539	to the growing , moldering pile of , well , extreme stunt	0
27412	recalls the Cary Grant of Room for One More , Houseboat and Father Goose in its affectionate depiction of the gentle war between a reluctant , irresponsible man and the kid who latches onto him	1
123124	, unlike so many other Hollywood movies of its ilk , it offers hope	1
48685	's only one way to kill Michael Myers for good : stop buying tickets to these movies	0
138967	the wheezing terrorist subplot has n't the stamina for the 100-minute running time	0
77005	has found the perfect material with which to address his own World War II experience in his signature style .	1
151421	wish it would have just gone more over-the-top instead of trying to have it both ways	0
12373	... a powerful sequel and one of the best films of the year .	1
18482	It gives poor Dana Carvey nothing to do that is really funny , and then expects us to laugh because he acts so goofy all the time	0
118364	savaged the lives and liberties of the poor and the dispossessed	0
113488	And it marks him as one of the most interesting writer\/directors working today .	1
35757	's so fascinating you wo n't be able to look away for a second	1
9191	is shallow , offensive and redundant , with pitifully few real laughs .	0
10132	Though writer\/director Bart Freundlich 's film ultimately becomes a simplistic story about a dysfunctional parent-child relationship , it has some special qualities and the soulful gravity of Crudup 's anchoring performance .	1
104481	bogs down in insignificance , saying nothing about Kennedy 's assassination and revealing nothing about the pathology it pretends to investigate	0
28023	Paid in Full has clever ways of capturing inner-city life during the Reagan years .	1
119359	a hokey piece of nonsense that tries too hard to be emotional	0
104993	should be probing why a guy with his talent ended up in a movie this bad	0
136964	an unpleasant debate that 's been given the drive of a narrative and that 's been acted out	0
55665	is n't nearly surprising or clever enough to sustain a reasonable degree of suspense on its own .	0
122718	modern action\/comedy buddy movie whose only nod to nostalgia is in the title	0
59953	, it still cuts all the way down to broken bone .	0
43830	the shameless self-caricature of ` Analyze This ' -LRB- 1999 -RRB-	0
66800	we 're to slap protagonist Genevieve LePlouff because she 's French	0
144497	More successful at relating history than in creating an emotionally complex , dramatically satisfying heroine	0
123984	is so grainy and rough , so dependent on being ` naturalistic ' rather than carefully lit and set up	0
25782	is one of those films that requires the enemy to never shoot straight	0
110502	A dashing and absorbing outing with one of France 's most inventive directors	1
126244	Twenty years later , E.T. is still a cinematic touchstone .	1
143625	to lift -LRB- this -RRB- thrill-kill cat-and-mouser ... above its paint-by-numbers plot	0
109659	not to be swept away by the sheer beauty of his images	1
4514	Nothing more than an amiable but unfocused bagatelle that plays like a loosely-connected string of acting-workshop exercises .	0
52330	was any doubt that Peter O'Fallon did n't have an original bone in his body	0
79279	Both an admirable reconstruction of terrible events , and a fitting	1
57143	is Imposter makes a better short story than it does a film .	0
79684	Seen in that light , Moonlight Mile should strike a nerve in many .	1
12204	's a sweet , laugh-a-minute crowd pleaser that lifts your spirits as well as the corners of your mouth .	1
19829	The movie would seem less of a trifle if Ms. Sugarman followed through on her defiance of the saccharine .	0
61994	the filmmakers come up with nothing original in the way of slapstick sequences	0
149545	Gambling and throwing a basketball game for money is n't a new plot	0
150595	We 've liked Klein 's other work but Rollerball left us cold .	0
13542	stare and sniffle , respectively , as Ledger attempts , in vain , to prove that movie-star intensity can overcome bad hair design	0
150399	to figure out that this is a Mormon family movie , and a sappy , preachy one at that	0
40077	tedious it makes the silly spy vs. spy film The Sum of All Fears , starring Ben Affleck , seem downright Hitchcockian	0
50888	a husband has to cope with the pesky moods of jealousy	0
18304	the affable Maid in Manhattan , Jennifer Lopez 's most aggressive and most sincere attempt to take movies by storm	1
66986	he does n't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car	1
97176	's also nice to see a movie with its heart so thoroughly ,	1
72577	Stephen Earnhart 's documentary is a decomposition of healthy eccentric inspiration and ambition -- wearing a cloak of unsentimental , straightforward text -- when it 's really an exercise in gross romanticization of the delusional personality type .	0
75389	go down as the worst -- and only -- killer website movie of this or any other year	0
46017	I 'm all for the mentally challenged getting their fair shot in the movie business	1
40594	is sentimental but feels free to offend , is analytical and then surrenders to the illogic of its characters	0
20139	Feels more like a rejected X-Files episode than a credible account of a puzzling real-life happening .	0
51621	A very well-meaning movie , and it will stand in future years as an eloquent memorial to the World Trade Center tragedy .	1
115446	feels homogenized and a bit contrived , as if we 're looking back at a tattered and ugly past with rose-tinted glasses .	0
117592	Spreads itself too thin , leaving these actors , as well as the members of the commune ,	0
24027	Guy gets girl , guy loses girl , audience falls asleep .	0
30324	that was a deserved co-winner of the Audience Award for documentaries at the Sundance Film Festival	1
32015	will still come away with a sense of his reserved but existential poignancy .	1
20076	Unfolds as one of the most politically audacious films of recent decades from any country , but especially from France	0
